time,BH,lstm_equity
2024-05-14 09:30:00+00:00,0.9980808808,0.9998951537
2024-05-14 10:00:00+00:00,0.9982473371,0.9998245807
2024-05-14 10:30:00+00:00,0.9984045458,0.9998245807
2024-05-14 11:00:00+00:00,0.9984600312,0.9997158285
2024-05-14 11:30:00+00:00,0.9980716333,1.0002323060
2024-05-14 12:00:00+00:00,0.9984230409,0.9997042858
2024-05-14 12:30:00+00:00,0.9990333804,0.9987883017
2024-05-14 13:00:00+00:00,1.0001800790,0.9978659439
2024-05-14 13:30:00+00:00,1.0004944963,0.9974814773
2024-05-14 14:00:00+00:00,0.9998009286,0.9984878632
2024-05-14 14:30:00+00:00,1.0010216077,0.9966620361
2024-05-14 15:00:00+00:00,1.0004390108,0.9970305044
2024-05-14 15:30:00+00:00,1.0004297632,0.9969671662
2024-05-14 16:00:00+00:00,1.0001800789,0.9969671662
2024-05-14 16:30:00+00:00,1.0003002973,0.9969671662
2024-05-14 17:00:00+00:00,1.0004944962,0.9969671662
2024-05-14 17:30:00+00:00,1.0005222389,0.9969671662
2024-05-15 06:00:00+00:00,1.0002727344,0.9969671662
2024-05-15 06:30:00+00:00,1.0008364297,0.9969671662
2024-05-15 07:00:00+00:00,1.0008087070,0.9969671662
2024-05-15 07:30:00+00:00,1.0004298298,0.9969671662
2024-05-15 08:00:00+00:00,1.0011968251,0.9969671662
2024-05-15 08:30:00+00:00,1.0007902252,0.9969671662
2024-05-15 09:00:00+00:00,1.0005222389,0.9969671662
2024-05-15 09:30:00+00:00,1.0006238889,0.9969671662
2024-05-15 10:00:00+00:00,1.0005869253,0.9969671662
2024-05-15 10:30:00+00:00,1.0002912162,0.9969671662
2024-05-15 11:00:00+00:00,1.0003374208,0.9968693277
2024-05-15 11:30:00+00:00,1.0007347798,0.9966875145
2024-05-15 12:00:00+00:00,1.0009103570,0.9965937758
2024-05-15 12:30:00+00:00,1.0036733881,0.9965937758
2024-05-15 13:00:00+00:00,1.0031558973,0.9965937758
2024-05-15 13:30:00+00:00,1.0012522705,0.9965937758
2024-05-15 14:00:00+00:00,1.0024628293,0.9965937758
2024-05-15 14:30:00+00:00,1.0033407154,0.9965937758
2024-05-15 15:00:00+00:00,1.0046344425,0.9965937758
2024-05-15 15:30:00+00:00,1.0035440155,0.9965937758
2024-05-15 16:00:00+00:00,1.0041169517,0.9965937758
2024-05-15 16:30:00+00:00,1.0046806470,0.9965937758
2024-05-15 17:00:00+00:00,1.0051149696,0.9965937758
2024-05-15 17:30:00+00:00,1.0054106787,0.9965937758
2024-05-16 06:00:00+00:00,1.0053182645,0.9965937758
2024-05-16 06:30:00+00:00,1.0051334362,0.9965937758
2024-05-16 07:00:00+00:00,1.0055955070,0.9965937758
2024-05-16 07:30:00+00:00,1.0049486078,0.9965937758
2024-05-16 08:00:00+00:00,1.0044033642,0.9965937758
2024-05-16 08:30:00+00:00,1.0048469522,0.9965937758
2024-05-16 09:00:00+00:00,1.0044495713,0.9965937758
2024-05-16 09:30:00+00:00,1.0045604683,0.9965937758
2024-05-16 10:00:00+00:00,1.0044865370,0.9965937758
2024-05-16 10:30:00+00:00,1.0047637795,0.9965937758
2024-05-16 11:00:00+00:00,1.0042185359,0.9965937758
2024-05-16 11:30:00+00:00,1.0042462601,0.9965937758
2024-05-16 12:00:00+00:00,1.0043941228,0.9965937758
2024-05-16 12:30:00+00:00,1.0039228106,0.9965937758
2024-05-16 13:00:00+00:00,1.0041168803,0.9965937758
2024-05-16 13:30:00+00:00,1.0032481872,0.9965937758
2024-05-16 14:00:00+00:00,1.0039135691,0.9965937758
2024-05-16 14:30:00+00:00,1.0045604683,0.9965937758
2024-05-16 15:00:00+00:00,1.0045327440,0.9965937758
2024-05-16 15:30:00+00:00,1.0050225391,0.9965937758
2024-05-16 16:00:00+00:00,1.0048192279,0.9965937758
2024-05-16 16:30:00+00:00,1.0048654350,0.9965937758
